_id,annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
94,2022-2023,4,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,32543,6540,3265,13.467440856,24213,3.3428019039,19107,1665,1060,5.5997610823,10975,4.6183662111,13436,4953,2069,24.655871746,13238,2.2852918366,4875,2205
95,2022-2023,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,42043,6583,3214,10.767342826,32475,3.277449166,29745,2185,1496,6.1010357203,20228,4.3675816388,12298,4457,1215,22.053674333,12247,1.4769102864,4398,1718
96,2022-2023,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,31605,5723,3393,11.622448628,26571,2.6678498384,21585,1880,1345,5.9771833707,16602,3.2630872619,10020,3250,1251,23.78343172,9969,1.6765636807,3843,2048
97,2022-2023,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,Total établissement,,47392,5994,2744,8.1150327118,35666,2.7146616837,35414,2861,1248,4.1369131715,23897,2.7513978393,11978,3096,1420,19.876689533,11769,2.6400687777,3133,1496
98,2022-2023,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,Total établissement,,34224,3659,1856,5.9164838921,28233,2.9160538102,28405,2039,1349,4.6336856285,22447,3.2011071759,5819,731,98,12.178364744,5786,1.810178784,1620,507
99,2022-2023,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,Total établissement,,31417,3382,1490,6.5731675438,24778,2.859682458,25045,1881,964,4.4895591158,18579,2.9940423327,6372,1078,435,14.762742729,6199,2.4569929738,1501,526
100,2022-2023,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC DES ÎLES,Total établissement,,5448,615,148,4.4810349364,4768,2.0394405994,4656,416,87,3.4643596077,3983,2.1574517393,792,63,1,10.457853535,785,1.4406656051,199,61
101,2022-2023,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,Total établissement,,24692,4141,1067,5.6151260192,21691,1.8831226085,19976,2507,736,3.3871787951,17086,2.0119560524,4716,858,310,15.052249376,4605,1.405109965,1634,331
102,2022-2023,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,Total établissement,,73326,11054,2960,6.0142100877,62286,1.745382202,56705,5022,1481,3.3259235713,45684,2.0447820839,16621,3479,541,15.185697177,16602,0.9215185587,6032,1479
103,2022-2023,4,13,Laval,SANTÉ QUÉBEC LAVAL,Total établissement,,28821,4788,1795,8.7517344799,21357,3.1129045252,19510,1435,564,5.3394210804,12077,3.9861801128,9311,1851,111,15.901797247,9280,1.9764229227,3353,1231
104,2022-2023,4,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,Total établissement,,44284,7358,2666,10.216644455,31385,3.7201019861,30205,2384,1464,6.0167476871,17367,4.6877632067,14079,4412,792,19.227077148,14018,2.5212596107,4974,1202
105,2022-2023,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,Total établissement,,57495,9051,3732,12.040593351,42025,3.8470417146,38920,3318,1288,6.173850855,23596,4.7327393885,18575,6831,2656,24.333116525,18429,2.7130180392,5733,2444
106,2022-2023,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,Total établissement,,42274,6613,2976,10.145834457,26233,4.0969867682,30345,2468,1222,5.5757423244,14342,4.6986409574,11929,3779,1145,21.771238578,11891,3.3713182472,4145,1754
107,2022-2023,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,Total établissement,,41796,7505,2437,11.428600624,31279,3.8858363883,26554,2694,922,5.4970352343,16163,4.6117365966,15242,4641,1910,21.762335524,15116,3.1096571697,4811,1515
108,2022-2023,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,Total établissement,,29425,5069,1493,12.981563816,22679,2.398259501,20641,1711,706,5.5367371036,13921,2.9575729912,8784,3665,1887,30.475720028,8758,1.5092205539,3358,787
109,2023-2024,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,Total établissement,,39435,6957,1604,4.4103761534,34320,1.8641345183,29391,3519,939,3.1909050484,24436,2.0362881495,10044,276,8,7.9788225143,9884,1.438522809,3438,665
110,2023-2024,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,Total établissement,,52506,8275,2681,6.0011340238,45129,2.6192885641,35752,3576,1051,3.7451236217,28669,2.9370027537,16754,1413,106,10.815320719,16460,2.0659138315,4699,1630
111,2023-2024,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,68042,11804,5294,8.8264123221,57472,1.9253207359,39645,3584,1655,4.1696657838,29209,2.5925160529,28397,5116,1181,15.327687686,28263,1.235793509,8220,3639
112,2023-2024,4,03,Capitale-Nationale,SANTÉ QUÉBEC - INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,8404,2841,191,7.8984896412,7958,1.9375705091,4384,1012,119,3.9587844688,3948,2.4930555556,4020,422,2,12.194924337,4010,1.3906740094,1829,72
113,2023-2024,4,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,Total établissement,,34629,4283,690,3.8575945338,26588,1.7868514932,28940,2697,421,2.8105638966,20974,1.9834844199,5689,402,106,9.183849876,5614,1.0522275165,1586,269
114,2023-2024,4,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,Total établissement,,69625,12090,3504,7.1835740076,54968,2.8699119892,45508,4126,1083,4.3420535645,31256,3.5157189375,24117,3324,208,12.5454313,23712,2.0186408195,7964,2421
115,2023-2024,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,69086,11271,3792,8.5770943381,56950,3.2368633548,45055,4208,1263,5.244929956,33056,4.1579855145,24031,4709,967,14.824469239,23894,1.9625428513,7063,2529
116,2023-2024,4,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,21286,3057,1663,12.496204991,16245,2.9962580794,12386,809,514,7.2831363143,7413,4.915733059,8900,2835,450,19.751156523,8832,1.3851770079,2248,1149
117,2023-2024,4,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,23557,0,547,5.2167313325,20335,2.0987922438,15028,0,214,4.4746336283,12111,2.6614739585,8529,116,0,6.5242989604,8224,1.2701640524,0,333
118,2023-2024,4,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,49755,4178,2375,11.166569089,42576,2.5760929345,33355,1277,691,5.9257364463,26395,2.9611008082,16400,4387,1935,21.825591819,16181,1.9480549375,2901,1684
119,2023-2024,4,06,Montréal,SANTÉ QUÉBEC - INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,5842,1652,143,8.601290749,5666,1.5022845825,3656,723,118,3.9714989819,3483,1.7547582703,2186,454,31,16.344437456,2183,1.0994600957,929,25
120,2023-2024,4,06,Montréal,SANTÉ QUÉBEC CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,26330,5114,1455,10.940234639,22617,2.5148945606,9111,616,157,4.0594895669,5914,3.0678103277,17219,2640,697,14.581007527,16703,2.3191247081,4498,1298
121,2023-2024,4,06,Montréal,SANTÉ QUÉBEC CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,23816,3792,2563,10.837571614,20449,2.1706280802,14687,1014,917,4.7393517888,11348,2.8535596091,9129,3070,496,20.648564556,9101,1.3190835256,2778,1646
122,2023-2024,4,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,30974,6063,3162,12.406954847,24391,2.9947581417,18140,1606,1151,5.7626838019,11619,4.1897455078,12834,4198,1348,21.798187259,12772,1.9076489804,4457,2011
123,2023-2024,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,41890,6727,3265,10.50131214,32080,3.1860422814,29563,2292,1352,5.9574147677,19788,4.2417854536,12327,4232,1137,21.398630062,12292,1.4864778582,4435,1913
124,2023-2024,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,30224,5770,3385,12.669048153,25758,2.6053937072,19970,1910,1234,6.1059691343,15539,3.2301546289,10254,3926,1456,25.45085896,10219,1.6553829468,3860,2151
125,2023-2024,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,Total établissement,,45945,6112,2526,9.6700113481,33955,3.2422422078,34238,2998,1114,4.804789537,22501,3.2229052659,11707,3523,1759,23.898717624,11454,3.2802289836,3114,1412
126,2023-2024,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,Total établissement,,32201,3747,1723,6.0284436042,27313,2.7187572361,25925,2098,1211,4.699865038,21103,3.0009386896,6276,674,95,11.516556945,6210,1.7598401324,1649,512
127,2023-2024,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,Total établissement,,29119,3425,1562,5.9848664007,23263,2.5886556382,22929,2004,1011,3.7175962391,17213,2.7135198687,6190,1069,348,14.383289266,6050,2.2334014233,1421,551
128,2023-2024,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC DES ÎLES,Total établissement,,4809,655,139,3.8906990943,4395,1.2422762609,3924,426,87,2.7502320478,3516,1.3258899791,885,46,0,8.9474139987,879,0.9078213879,229,52
129,2023-2024,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,Total établissement,,24055,4076,1051,5.5757168295,21493,1.8833797696,19204,2438,700,3.4416895641,16705,2.0300303801,4851,886,219,14.023842908,4788,1.3717259584,1638,351
130,2023-2024,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,Total établissement,,68795,11053,3004,5.5245589392,60161,1.6620005208,53197,5435,1568,3.1959446909,44579,1.9572679961,15598,2494,315,13.466300968,15582,0.817261156,5618,1436
131,2023-2024,4,13,Laval,SANTÉ QUÉBEC LAVAL,Total établissement,,27068,5273,1731,9.1599121862,20941,2.7609818591,17345,1689,410,5.1288289132,11239,3.5173074166,9723,1886,196,16.351019804,9702,1.8848384926,3584,1321
132,2023-2024,4,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,Total établissement,,42930,7708,2688,10.234663127,30736,4.0043394011,28265,2555,1433,6.1533641135,16160,5.0346851966,14665,4275,517,18.100869512,14576,2.8620240845,5153,1255
133,2023-2024,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,Total établissement,,55786,9907,3820,11.451045448,42227,3.8977121536,36278,3676,1153,6.3966766283,22896,4.8976170146,19508,6104,1718,20.8503889,19331,2.7134060289,6231,2667
134,2023-2024,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,Total établissement,,40291,7046,2783,9.6674133733,26853,4.0349014387,27666,2584,1005,5.6014924556,14294,4.7180479961,12625,3507,784,18.5773356,12559,3.2573795906,4462,1778
135,2023-2024,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,Total établissement,,41618,8066,2277,10.161917453,32119,3.8615080292,24144,2909,872,5.5127975204,14827,4.5200811395,17474,4107,1005,16.585652811,17292,3.2968154831,5157,1405
136,2023-2024,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,Total établissement,,29146,5474,1672,13.095050369,23275,2.5866292278,19846,1964,729,6.3198199749,14000,3.3592398611,9300,3698,1639,27.553246326,9275,1.4204244984,3510,943
137,2024-2025,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,Total établissement,,48014,8202,1875,4.5843113293,41559,2.0062063171,36855,4187,1152,3.2692635554,30556,2.1975077363,11159,584,51,8.9275397288,11003,1.4749506448,4015,723
138,2024-2025,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,Total établissement,,61332,10031,2924,6.2101834551,52128,2.8933888804,42328,4420,1084,4.0820341277,33455,3.2810325479,19004,1615,90,10.950254215,18673,2.1988770774,5611,1840
139,2024-2025,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,79308,14087,6224,8.7968384862,67139,2.090385018,46350,4233,1962,4.3868009709,34389,2.7896984582,32958,6274,989,14.998830077,32750,1.3560738762,9854,4262
140,2024-2025,4,03,Capitale-Nationale,SANTÉ QUÉBEC - INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,9916,3324,181,7.9620460479,9316,2.0650619007,5138,1159,93,4.1593764867,4555,2.6368627272,4778,489,0,12.051229013,4761,1.5180018787,2165,88
141,2024-2025,4,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,Total établissement,,41689,5139,848,3.7836848849,31745,1.8857088255,35227,3328,533,2.9451140382,25397,2.0832479777,6462,332,48,8.3550769026,6348,1.0953966254,1811,315
142,2024-2025,4,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,Total établissement,,82086,14758,4138,7.0264326438,65039,3.1104432853,53287,5255,1215,4.7155391767,36752,3.8787747001,28799,2740,130,11.302295701,28287,2.1121855642,9503,2923
143,2024-2025,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,79243,13127,4020,8.5865887734,64525,3.7521817857,52307,4924,1449,5.9190143501,37802,4.836820061,26936,4322,556,13.766749724,26723,2.2178669228,8203,2571
144,2024-2025,4,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,25646,3740,2069,12.020514852,18758,3.0085919045,15289,1049,682,7.2535889274,8478,4.8915197832,10357,3216,363,19.057449336,10280,1.4557258971,2691,1387
145,2024-2025,4,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,25213,1,645,4.4316536994,22490,1.4555345092,16409,0,238,3.5722465991,13861,1.8111545183,8804,69,3,6.033426883,8629,0.8842923089,1,407
146,2024-2025,4,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,56914,5181,2704,11.092580492,49059,2.4360716858,37272,1434,716,5.7231168244,29630,2.8624404601,19642,5156,2349,21.281494544,19429,1.7858422976,3747,1988
147,2024-2025,4,06,Montréal,SANTÉ QUÉBEC - INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,6534,1795,144,7.5104861324,6339,1.6143510631,4278,895,127,3.6946900161,4083,1.8880973277,2256,387,24,14.746291002,2256,1.1189140071,900,17
148,2024-2025,4,06,Montréal,SANTÉ QUÉBEC CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,31516,5861,1654,10.911958952,26914,2.6751271333,10740,636,158,3.8283004862,6743,3.1225014006,20776,3283,975,14.573803962,20171,2.525573582,5225,1496
149,2024-2025,4,06,Montréal,SANTÉ QUÉBEC CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,27135,4317,2712,10.018486733,22773,2.3474475744,17310,1205,1044,5.280170181,12987,3.1723046765,9825,2657,315,18.36660475,9786,1.2527797647,3112,1668
150,2024-2025,4,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,36727,7174,3447,11.943779493,27135,3.2757797433,21626,1862,1277,5.2545302465,12142,4.6850911208,15101,5121,1477,21.523390394,14993,2.1344565427,5312,2170
151,2024-2025,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,48151,7952,3501,10.131535153,36099,3.3338403188,33688,2629,1360,5.8558268028,21684,4.5048568837,14463,4794,956,20.090745754,14415,1.5723194589,5323,2141
152,2024-2025,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,36151,6961,3952,11.14094544,30588,2.9176361827,23309,2202,1501,6.1684208651,17791,3.6959916999,12842,3818,844,20.166375694,12797,1.8355292039,4759,2451
153,2024-2025,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,Total établissement,,53118,7638,3139,9.2970567259,40118,3.954141304,38820,3510,1347,5.3391234258,26312,3.8225507901,14298,4009,1209,20.043103076,13806,4.2049315113,4128,1792
154,2024-2025,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,Total établissement,,39029,4697,2103,5.9922728043,32933,3.0351642645,31716,2597,1531,4.8463820487,25701,3.3451016822,7313,745,84,10.961925642,7232,1.9337121666,2100,572
155,2024-2025,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,Total établissement,,34664,4238,1889,6.3492286907,27480,3.1740653,27551,2508,1141,4.5046244944,20543,3.3696485962,7113,1042,328,13.493990424,6937,2.5948714622,1730,748
156,2024-2025,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC DES ÎLES,Total établissement,,5578,840,164,4.7554392753,4864,1.9865636422,4540,563,88,3.4555234337,3838,2.0937957414,1038,97,13,10.441005673,1026,1.5854361598,277,76
157,2024-2025,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,Total établissement,,28696,5030,1131,4.9130222369,25244,2.0307111261,22996,3126,726,3.5264349114,19632,2.1987076938,5700,536,63,10.507050682,5612,1.4430224915,1904,405
158,2024-2025,4,12,Chaudière-Appalaches,SANTÉ QUÉBEC CHAUDIÈRE-APPALACHES,Total établissement,,79855,13386,3347,6.1902017233,69001,2.0431176521,62402,6814,1687,3.5798324261,51576,2.4080528303,17453,3294,876,15.523397442,17425,0.9629514108,6572,1660
159,2024-2025,4,13,Laval,SANTÉ QUÉBEC LAVAL,Total établissement,,30184,5850,2007,10.094328204,23626,3.6052236119,18820,1816,416,6.2638073267,12305,4.6793531085,11364,2396,160,16.438080659,11321,2.4377328024,4034,1591
160,2024-2025,4,14,Lanaudière,SANTÉ QUÉBEC LANAUDIÈRE,Total établissement,,49136,9137,3136,9.785550315,36664,3.5010597589,32130,2933,1623,5.69826602,19739,4.3821134978,17006,4704,432,17.507792135,16925,2.4735194485,6204,1513
161,2024-2025,4,15,Laurentides,SANTÉ QUÉBEC LAURENTIDES,Total établissement,,65392,11799,4354,11.614657387,50427,3.7072558737,42346,4279,1411,6.1505004474,27547,4.6350453467,23046,7261,2318,21.654802738,22880,2.5902184343,7520,2943
162,2024-2025,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-CENTRE,Total établissement,,44640,8240,3272,10.830283328,28447,4.7884157478,30863,3289,1181,6.1800045272,14712,5.8406401426,13777,4783,1142,21.247758442,13735,3.6613443757,4951,2091
163,2024-2025,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-EST,Total établissement,,46071,9477,2656,10.590114533,35294,4.3440621793,25302,3275,891,5.794524807,14753,5.1515476137,20769,4706,1125,16.432379989,20541,3.764108301,6202,1765
164,2024-2025,4,16,Montérégie,SANTÉ QUÉBEC MONTÉRÉGIE-OUEST,Total établissement,,33120,6019,2108,12.325930145,26512,2.4966323635,20989,1799,894,5.8800259792,14619,3.4464250671,12131,4020,1730,23.478603669,11893,1.3291372376,4220,1214
165,2025-2026,4,01,Bas-Saint-Laurent,SANTÉ QUÉBEC BAS-SAINT-LAURENT,Total établissement,,44630,8462,1835,4.8289405358,38529,2.1385363334,33641,4485,1091,3.4195657663,27731,2.3327623919,10989,579,30,9.1435075227,10798,1.6397325894,3977,744
166,2025-2026,4,02,Saguenay-Lac-Saint-Jean,SANTÉ QUÉBEC SAGUENAY - LAC-SAINT-JEAN - UNIVERSITAIRE,Total établissement,,58441,9997,3026,6.2949262314,49364,2.7909875843,40347,4697,1328,4.2122714411,31596,3.1163343813,18094,1449,55,10.938944847,17768,2.2124386538,5300,1698
167,2025-2026,4,03,Capitale-Nationale,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,76903,14377,5963,8.5679481873,65036,2.0296229951,44586,4249,1891,4.395064127,32921,2.7008082058,32317,5158,691,14.325048435,32115,1.3415928434,10128,4072
168,2025-2026,4,03,Capitale-Nationale,SANTÉ QUÉBEC - INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,9900,3431,199,7.438331229,9313,1.8764506305,5244,1257,109,3.807080314,4665,2.3655439443,4656,382,0,11.528167955,4648,1.3855684643,2174,90
169,2025-2026,4,03,Capitale-Nationale,SANTÉ QUÉBEC CAPITALE-NATIONALE - UNIVERSITAIRE,Total établissement,,39982,5461,862,3.6207533737,30615,1.7999133867,34266,3741,558,2.865608791,24993,1.966241581,5716,208,23,8.14765755,5622,1.0604895945,1720,304
170,2025-2026,4,04,Mauricie et Centre-du-Québec,SANTÉ QUÉBEC MAURICIE-ET-CENTRE-DU-QUÉBEC - UNIVERSITAIRE,Total établissement,,77741,14032,4060,6.5963467547,60866,2.7819865223,49506,4853,1251,4.2100114128,33267,3.3856515716,28235,2271,74,10.780441582,27599,2.0543469268,9179,2809
171,2025-2026,4,05,Estrie,SANTÉ QUÉBEC ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,77085,13730,4086,8.1273796458,63088,3.2412947699,49193,5163,1447,5.2892343536,35432,4.1957147729,27892,4003,601,13.133004247,27656,2.0185217895,8567,2639
172,2025-2026,4,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,24526,3912,2265,11.528073031,18697,2.8368482912,14405,1053,746,6.8741750164,8640,4.510700553,10121,2811,271,18.151865236,10057,1.3988366036,2859,1519
173,2025-2026,4,06,Montréal,SANTÉ QUÉBEC - CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,22438,0,631,4.6500129493,19866,1.5001056803,14217,0,231,3.7834942909,11777,1.9279684743,8221,75,1,6.1485284299,8089,0.8771683425,0,400
174,2025-2026,4,06,Montréal,SANTÉ QUÉBEC - CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,55022,5275,2835,10.913526297,48121,2.1959469532,35950,1596,779,5.4411537707,29248,2.6143205328,19072,5060,2293,21.228741917,18873,1.547582069,3679,2056
175,2025-2026,4,06,Montréal,SANTÉ QUÉBEC - INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,6980,1987,179,8.2247978749,6658,1.5773882297,4634,991,156,3.6202026087,4313,1.8048541876,2346,612,46,17.320149309,2345,1.1590254679,996,23
176,2025-2026,4,06,Montréal,SANTÉ QUÉBEC CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,30408,5976,1624,9.9410723421,26567,2.3205429878,11266,820,194,3.6785421721,7763,2.6885883178,19142,2692,729,13.626876589,18804,2.1686000024,5156,1430
177,2025-2026,4,06,Montréal,SANTÉ QUÉBEC CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,26737,4222,2537,9.3076083185,23014,1.9727172108,17418,1264,882,4.7036370421,13729,2.5624105705,9319,2124,298,17.912820433,9285,1.1007839706,2958,1655
178,2025-2026,4,06,Montréal,SANTÉ QUÉBEC EST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,35630,6997,3830,11.440755364,26016,3.1343743167,19994,1693,1282,4.932654727,10480,4.5189548611,15636,4952,884,19.762766372,15536,2.2003884705,5304,2548
179,2025-2026,4,06,Montréal,SANTÉ QUÉBEC NORD-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,46567,8018,3444,10.171412451,35319,3.0605472818,31978,2570,1306,5.430882169,20779,4.0850835111,14589,4925,988,20.562301296,14540,1.5963905892,5448,2138
180,2025-2026,4,06,Montréal,SANTÉ QUÉBEC OUEST-DE-L'ÎLE-DE-MONTRÉAL - UNIVERSITAIRE,Total établissement,,34217,6764,3682,12.754054101,29122,2.9969698643,21992,2129,1339,6.1423188356,16956,3.7718116825,12225,3891,1509,24.648146694,12166,1.9170571675,4635,2343
181,2025-2026,4,07,Outaouais,SANTÉ QUÉBEC OUTAOUAIS,Total établissement,,53755,7970,2845,9.7077279375,39476,4.1632705807,39128,3596,1101,5.4083564129,25416,3.9817684508,14627,4302,1534,21.208774565,14060,4.4913685989,4374,1744
182,2025-2026,4,08,Abitibi-Témiscamingue,SANTÉ QUÉBEC ABITIBI-TÉMISCAMINGUE,Total établissement,,35614,4880,1874,5.6984895687,30099,2.7442977157,28657,2898,1359,4.4526012357,23235,3.0171773307,6957,612,26,10.830503649,6864,1.8205859071,1982,515
183,2025-2026,4,09,Côte-Nord,SANTÉ QUÉBEC CÔTE-NORD,Total établissement,,31467,3879,1803,7.1326828459,26073,2.9198417477,24400,2217,1100,5.1879551799,19168,3.0947631034,7067,1189,308,13.847180518,6905,2.4342671575,1662,703
184,2025-2026,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC DES ÎLES,Total établissement,,4895,830,165,5.2165679832,4192,1.6257712442,3875,536,83,3.1974631541,3180,1.7328554333,1020,159,36,12.887186819,1012,1.289281401,294,82
185,2025-2026,4,11,Gaspésie-Îles-de-la-Madeleine,SANTÉ QUÉBEC GASPÉSIE,Total établissement,,26905,5029,1085,5.0626538851,23794,2.016266846,21410,3196,742,3.4312353781,18374,2.1734830618,5495,636,106,11.419099788,5420,1.483298073,1833,343
